; Created by WC-DAP 3.0.392

Index,DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,Time Offset,Count,InitLocQ,InitTime,InitLat,InitLon,Deepest,SSTTime,SSTDepth,SSTTemp,Type,Delta,MinDepth,MaxDepth,AttenShallow,AttenDeep,TravelMetric,FoundPrevious,K,LL0,Depth0,LL1,Depth1,LL2,Depth2,LL3,Depth3,LL4,Depth4,LL5,Depth5,LL6,Depth6,LL7,Depth7,LL8,Depth8,LL9,Depth9,LL10,Depth10,LL11,Depth11
39,"Thomas",141254,,Transmission,MiniPAT,10-Nov-2015,21:06:15,,7,,,,,350,10:00:00 10-Nov-2015,0,19.8,Dusk,600,16,48,,,0,,22207,155,,141,,140,,135,,119,,93,,73,,55,,41,,,,,,
40,"Thomas",141254,,Transmission,MiniPAT,11-Nov-2015,10:27:30,,5,,,,,350,07:00:00 11-Nov-2015,0,19.9,Dawn,300,16,112,,,0,,40350,60,,70,,83,,99,,115,,121,,129,,145,,153,,,,,,
41,"Thomas",141254,,Transmission,MiniPAT,11-Nov-2015,21:25:00,,5,,,,,240,07:00:00 11-Nov-2015,0,19.9,Dusk,450,16,112,,,0,,17165,166,,153,,125,,116,,103,,87,,71,,57,,57,,,,,,
42,"Thomas",141254,,Transmission,MiniPAT,12-Nov-2015,10:23:45,,3,,,,,240,04:00:00 12-Nov-2015,0,24.1,Dawn,450,16,144,,,0,,49118,63,,78,,85,,97,,110,,127,,145,,162,,173,,,,,,
43,"Thomas",141254,,Transmission,MiniPAT,12-Nov-2015,21:30:00,,3,,,,,272,04:00:00 12-Nov-2015,0,24.1,Dusk,450,48,176,,,0,,28977,175,,158,,135,,115,,96,,84,,77,,69,,53,,,,,,
44,"Thomas",141254,,Transmission,MiniPAT,13-Nov-2015,10:26:15,,6,,,,,272,03:00:00 13-Nov-2015,0,19.9,Dawn,300,16,144,,,0,,59013,61,,73,,70,,70,,82,,95,,103,,113,,127,,,,,,
45,"Thomas",141254,,Transmission,MiniPAT,13-Nov-2015,21:53:45,,6,,,,,,03:00:00 13-Nov-2015,0,19.9,Dusk,300,16,16,,,0,,2755,122,,112,,94,,87,,76,,55,,44,,35,,33,,,,,,
46,"Thomas",141254,,Transmission,MiniPAT,14-Nov-2015,10:42:30,,12,,,,,236,03:00:00 14-Nov-2015,0,22.0,Dawn,300,80,176,,,0,,54835,72,,88,,106,,128,,132,,121,,124,,140,,141,,,,,,
47,"Thomas",141254,,Transmission,MiniPAT,14-Nov-2015,21:21:15,,12,,,,,,03:00:00 14-Nov-2015,0,22.0,Dusk,450,16,112,,,0,,55137,130,,108,,106,,89,,79,,86,,78,,53,,36,,,,,,
48,"Thomas",141254,,Transmission,MiniPAT,15-Nov-2015,10:52:30,,15,,,,,236,06:00:00 15-Nov-2015,0,21.6,Dawn,300,112,144,,,0,,51376,105,,127,,141,,144,,148,,155,,156,,159,,163,,,,,,
49,"Thomas",141254,,Transmission,MiniPAT,15-Nov-2015,21:12:30,,15,,,,,,06:00:00 15-Nov-2015,0,21.6,Dusk,600,16,144,,,0,,31009,162,,120,,111,,83,,78,,69,,73,,55,,47,,,,,,
50,"Thomas",141254,,Transmission,MiniPAT,16-Nov-2015,10:55:00,,10,,,,,249,04:00:00 16-Nov-2015,0,19.0,Dawn,450,80,144,,,0,,38950,112,,131,,144,,153,,159,,166,,170,,172,,175,,,,,,
51,"Thomas",141254,,Transmission,MiniPAT,16-Nov-2015,21:02:30,,10,,,,,,04:00:00 16-Nov-2015,0,19.0,Dusk,300,48,112,,,0,,41126,165,,139,,125,,119,,113,,107,,99,,87,,76,,,,,,
52,"Thomas",141254,,Transmission,MiniPAT,17-Nov-2015,20:45:00,,10,,,,,,06:00:00 17-Nov-2015,5,25.4,Dusk,300,16,144,,,0,,11755,168,,150,,129,,126,,128,,122,,112,,104,,102,,,,,,
53,"Thomas",141254,,Transmission,MiniPAT,18-Nov-2015,10:31:15,,3,,,,,236,05:00:00 18-Nov-2015,1,19.5,Dawn,1200,16,144,,,0,,61955,76,,110,,92,,92,,155,,154,,114,,144,,153,,,,,,
54,"Thomas",141254,,Transmission,MiniPAT,18-Nov-2015,20:36:15,,3,,,,,232,05:00:00 18-Nov-2015,1,19.5,Dusk,750,16,48,,,0,,2025,175,,165,,144,,152,,138,,68,,45,,39,,57,,,,,,
55,"Thomas",141254,,Transmission,MiniPAT,19-Nov-2015,11:56:15,,9,,,,,232,05:00:00 19-Nov-2015,0,20.9,Dawn,300,16,144,,,0,,37642,158,,164,,160,,146,,131,,127,,123,,122,,118,,,,,,
56,"Thomas",141254,,Transmission,MiniPAT,19-Nov-2015,19:35:00,,9,,,,,,05:00:00 19-Nov-2015,0,20.9,Dusk,300,16,176,,,0,,23108,193,,191,,189,,182,,156,,128,,116,,108,,101,,,,,,
57,"Thomas",141254,,Transmission,MiniPAT,20-Nov-2015,10:48:45,,9,,,,,249,08:00:00 20-Nov-2015,0,21.5,Dawn,450,80,176,,,0,,23155,79,,94,,106,,116,,128,,137,,145,,152,,151,,,,,,
58,"Thomas",141254,,Transmission,MiniPAT,20-Nov-2015,20:51:15,,9,,,,,,08:00:00 20-Nov-2015,0,21.5,Dusk,450,16,176,,,0,,6332,127,,123,,104,,92,,80,,78,,83,,63,,46,,,,,,
59,"Thomas",141254,,Transmission,MiniPAT,21-Nov-2015,10:30:00,,6,,,,,236,08:00:00 21-Nov-2015,0,21.1,Dawn,450,48,144,,,0,,18807,80,,96,,100,,113,,128,,137,,143,,150,,158,,,,,,
60,"Thomas",141254,,Transmission,MiniPAT,21-Nov-2015,20:53:45,,6,,,,,,08:00:00 21-Nov-2015,0,21.1,Dusk,450,16,112,,,0,,43786,154,,146,,135,,119,,118,,112,,99,,75,,59,,,,,,
61,"Thomas",141254,,Transmission,MiniPAT,22-Nov-2015,10:56:15,,5,,,,,312,04:00:00 22-Nov-2015,0,23.6,Dawn,300,48,240,,,0,,21104,93,,108,,125,,143,,160,,174,,169,,164,,171,,,,,,
62,"Thomas",141254,,Transmission,MiniPAT,22-Nov-2015,20:42:30,,5,,,,,,04:00:00 22-Nov-2015,0,23.6,Dusk,600,16,112,,,0,,32658,156,,149,,147,,141,,126,,104,,91,,78,,70,,,,,,
63,"Thomas",141254,,Transmission,MiniPAT,23-Nov-2015,10:56:15,,6,,,,,336,08:00:00 23-Nov-2015,0,20.8,Dawn,600,48,176,,,0,,53821,111,,129,,132,,141,,151,,160,,168,,177,,170,,,,,,
64,"Thomas",141254,,Transmission,MiniPAT,23-Nov-2015,20:51:15,,6,,,,,,08:00:00 23-Nov-2015,0,20.8,Dusk,450,16,176,,,0,,508,181,,162,,144,,140,,126,,107,,95,,82,,75,,,,,,
65,"Thomas",141254,,Transmission,MiniPAT,24-Nov-2015,10:45:00,,2,,,,,352,08:00:00 24-Nov-2015,0,20.6,Dawn,300,112,144,,,0,,350,130,,140,,149,,161,,176,,183,,183,,189,,203,,,,,,
66,"Thomas",141254,,Transmission,MiniPAT,24-Nov-2015,20:56:15,,2,,,,,,08:00:00 24-Nov-2015,0,20.6,Dusk,300,48,144,,,0,,41791,211,,190,,180,,171,,158,,142,,125,,104,,88,,,,,,
67,"Thomas",141254,,Transmission,MiniPAT,25-Nov-2015,10:48:45,,8,,,,,368,05:00:00 25-Nov-2015,1,20.8,Dawn,300,16,112,,,0,,8244,115,,124,,138,,151,,162,,164,,155,,153,,162,,,,,,
68,"Thomas",141254,,Transmission,MiniPAT,25-Nov-2015,21:01:15,,8,,,,,350,05:00:00 25-Nov-2015,1,20.8,Dusk,300,80,112,,,0,,23284,166,,158,,150,,140,,128,,117,,106,,99,,99,,,,,,
69,"Thomas",141254,,Transmission,MiniPAT,26-Nov-2015,10:43:45,,12,,,,,350,06:00:00 26-Nov-2015,1,20.4,Dawn,300,48,112,,,0,,32129,109,,116,,128,,140,,149,,159,,167,,172,,166,,,,,,
70,"Thomas",141254,,Transmission,MiniPAT,26-Nov-2015,20:47:30,,12,,,,,,06:00:00 26-Nov-2015,1,20.4,Dusk,300,16,112,,,0,,39432,171,,167,,164,,158,,148,,139,,129,,115,,99,,,,,,
71,"Thomas",141254,,Transmission,MiniPAT,27-Nov-2015,10:46:15,,8,,,,,272,06:00:00 27-Nov-2015,0,20.7,Dawn,450,48,144,,,0,,60446,111,,130,,147,,163,,174,,181,,189,,192,,184,,,,,,
72,"Thomas",141254,,Transmission,MiniPAT,27-Nov-2015,20:43:45,,8,,,,,,06:00:00 27-Nov-2015,0,20.7,Dusk,450,48,176,,,0,,31434,196,,179,,172,,161,,146,,129,,110,,93,,80,,,,,,
73,"Thomas",141254,,Transmission,MiniPAT,28-Nov-2015,10:40:00,,7,,,,,264,07:00:00 28-Nov-2015,0,20.6,Dawn,450,48,144,,,0,,17273,89,,105,,122,,140,,156,,168,,183,,187,,191,,,,,,
74,"Thomas",141254,,Transmission,MiniPAT,28-Nov-2015,20:46:15,,7,,,,,,07:00:00 28-Nov-2015,0,20.6,Dusk,450,16,144,,,0,,5970,188,,173,,165,,151,,138,,120,,101,,87,,71,,,,,,
